lock_name,market,registry_entry_dt,selected_entry_dt,registry_side,selected_side,registry_ask,selected_ask,registry_win,selected_win,registry_net,selected_net,entry_dt_diff_sec,ask_diff,net_diff,mismatch_reasons
kinetic_guard,KXBTC15M-26MAY030045-45,,2026-05-03 04:33:09.338000+00:00,,no,,60.0,,True,,38.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030100-00,,2026-05-03 04:46:10.814000+00:00,,no,,53.0,,True,,45.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030115-15,,2026-05-03 05:01:12.326000+00:00,,yes,,68.0,,True,,30.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030130-30,,2026-05-03 05:20:14.392000+00:00,,no,,54.0,,True,,44.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030145-45,,2026-05-03 05:31:00.452000+00:00,,no,,63.0,,True,,35.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030200-00,,2026-05-03 05:49:16.911000+00:00,,yes,,71.0,,True,,27.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030215-15,,2026-05-03 06:01:02.905000+00:00,,no,,76.0,,True,,22.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030230-30,,2026-05-03 06:20:05.081000+00:00,,no,,67.0,,True,,31.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030245-45,,2026-05-03 06:31:06.053000+00:00,,yes,,77.0,,True,,21.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030300-00,,2026-05-03 06:48:07.752000+00:00,,yes,,58.0,,True,,40.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030315-15,,2026-05-03 07:01:09.059000+00:00,,yes,,69.0,,True,,29.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030330-30,,2026-05-03 07:17:10.413000+00:00,,no,,61.0,,False,,-63.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030345-45,,2026-05-03 07:32:11.719000+00:00,,yes,,66.0,,True,,32.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030400-00,,2026-05-03 07:45:28.008000+00:00,,no,,55.0,,True,,43.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030415-15,,2026-05-03 08:01:14.491000+00:00,,yes,,69.0,,True,,29.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030430-30,,2026-05-03 08:16:00.800000+00:00,,yes,,65.0,,False,,-67.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030445-45,,2026-05-03 08:34:02.927000+00:00,,no,,66.0,,False,,-68.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030500-00,,2026-05-03 08:53:04.828000+00:00,,no,,71.0,,True,,27.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030515-15,,2026-05-03 09:00:35.435000+00:00,,no,,54.0,,False,,-56.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030530-30,,2026-05-03 09:20:07.255000+00:00,,yes,,68.0,,True,,30.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030545-45,,2026-05-03 09:34:08.715000+00:00,,no,,84.0,,False,,-85.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030615-15,,2026-05-03 10:02:11.218000+00:00,,no,,70.0,,True,,28.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030730-30,,2026-05-03 11:26:04.322000+00:00,,no,,75.0,,True,,23.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY030945-45,,2026-05-03 13:34:01.223000+00:00,,yes,,70.0,,False,,-72.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031100-00,,2026-05-03 14:47:07.989000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031115-15,,2026-05-03 15:02:39.331000+00:00,,yes,,70.0,,False,,-72.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031130-30,,2026-05-03 15:16:10.843000+00:00,,yes,,69.0,,True,,29.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031145-45,,2026-05-03 15:31:12.213000+00:00,,yes,,54.0,,False,,-56.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031200-00,,2026-05-03 15:50:14.128000+00:00,,no,,80.0,,True,,18.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031215-15,,2026-05-03 16:04:00.633000+00:00,,yes,,69.0,,False,,-71.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031230-30,,2026-05-03 16:17:02.095000+00:00,,no,,59.0,,False,,-61.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031245-45,,2026-05-03 16:31:03.557000+00:00,,yes,,57.0,,True,,41.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031300-00,,2026-05-03 16:48:05.106000+00:00,,yes,,63.0,,False,,-65.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031315-15,,2026-05-03 17:00:21.050000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031330-30,,2026-05-03 17:18:08.088000+00:00,,yes,,62.0,,True,,36.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031345-45,,2026-05-03 17:33:09.237000+00:00,,yes,,77.0,,True,,21.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031400-00,,2026-05-03 17:46:10.270000+00:00,,no,,77.0,,True,,21.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031415-15,,2026-05-03 18:02:11.643000+00:00,,no,,62.0,,True,,36.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031430-30,,2026-05-03 18:16:13.019000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031445-45,,2026-05-03 18:34:14.618000+00:00,,no,,82.0,,True,,16.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031500-00,,2026-05-03 18:45:30.685000+00:00,,no,,52.0,,False,,-54.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031515-15,,2026-05-03 19:03:02.224000+00:00,,no,,71.0,,True,,27.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031530-30,,2026-05-03 19:22:04.232000+00:00,,no,,63.0,,True,,35.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031600-00,,2026-05-03 19:48:06.732000+00:00,,no,,83.0,,True,,16.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031630-30,,2026-05-03 20:18:03.002000+00:00,,yes,,67.0,,True,,31.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031700-00,,2026-05-03 20:47:05.779000+00:00,,no,,71.0,,True,,27.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031715-15,,2026-05-03 21:02:07.119000+00:00,,no,,65.0,,False,,-67.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031730-30,,2026-05-03 21:22:08.904000+00:00,,no,,75.0,,True,,23.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031745-45,,2026-05-03 21:36:10.293000+00:00,,no,,61.0,,True,,37.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031800-00,,2026-05-03 21:50:11.320000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY031845-45,2026-05-03 22:33:14.893000+00:00,2026-05-03 22:35:00.056000+00:00,no,yes,57.0,86.0,False,True,-59.0,13.0,105.163,29.0,72.0,"entry_dt,side,ask,win,net"
kinetic_guard,KXBTC15M-26MAY032200-00,,2026-05-04 01:50:03.054000+00:00,,yes,,90.0,,True,,9.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY032230-30,,2026-05-04 02:22:51.231000+00:00,,no,,81.0,,True,,17.0,,,,selected_only
kinetic_guard,KXBTC15M-26MAY032245-45,2026-05-04 02:32:07.135000+00:00,2026-05-04 02:37:07.510000+00:00,yes,yes,67.0,86.0,True,True,31.0,13.0,300.375,19.0,-18.0,"entry_dt,ask,net"
kinetic_guard,KXBTC15M-26MAY040045-45,2026-05-04 04:36:03.113000+00:00,2026-05-04 04:38:03.338000+00:00,yes,yes,72.0,61.0,False,False,-74.0,-63.0,120.225,-11.0,11.0,"entry_dt,ask,net"
kinetic_guard,KXBTC15M-26MAY040145-45,2026-05-04 05:31:08.227000+00:00,2026-05-04 05:30:38.197000+00:00,no,no,66.0,60.0,False,False,-68.0,-62.0,30.03,-6.0,6.0,"entry_dt,ask,net"
kinetic_guard,KXBTC15M-26MAY040300-00,2026-05-04 06:46:14.787000+00:00,,yes,,75.0,,True,,23.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040315-15,2026-05-04 07:01:01.480000+00:00,,no,,71.0,,True,,27.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040330-30,2026-05-04 07:16:02.728000+00:00,,yes,,64.0,,False,,-66.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040345-45,2026-05-04 07:33:04.445000+00:00,,no,,54.0,,True,,44.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040400-00,2026-05-04 07:45:35.601000+00:00,,yes,,61.0,,False,,-63.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040415-15,2026-05-04 08:05:07.264000+00:00,,no,,86.0,,False,,-87.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040430-30,2026-05-04 08:17:38.365000+00:00,,no,,75.0,,True,,23.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040445-45,2026-05-04 08:32:09.791000+00:00,,yes,,66.0,,False,,-68.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040500-00,2026-05-04 08:49:11.259000+00:00,,no,,59.0,,True,,39.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040515-15,2026-05-04 09:01:12.268000+00:00,,no,,71.0,,False,,-73.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040530-30,2026-05-04 09:21:14.139000+00:00,,yes,,61.0,,True,,37.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040545-45,2026-05-04 09:31:00.046000+00:00,,no,,74.0,,False,,-76.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040600-00,2026-05-04 09:48:01.606000+00:00,,no,,77.0,,True,,21.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040615-15,2026-05-04 10:01:02.858000+00:00,,no,,60.0,,True,,38.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040630-30,2026-05-04 10:18:04.237000+00:00,,no,,74.0,,True,,24.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040645-45,2026-05-04 10:33:06.158000+00:00,,yes,,93.0,,True,,6.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040700-00,2026-05-04 10:49:07.777000+00:00,,yes,,73.0,,True,,25.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040715-15,2026-05-04 11:01:08.871000+00:00,,yes,,61.0,,True,,37.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040730-30,2026-05-04 11:17:10.006000+00:00,,yes,,59.0,,False,,-61.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040900-00,2026-05-04 12:54:02.153000+00:00,,no,,63.0,,True,,35.0,,,,,registry_only
kinetic_guard,KXBTC15M-26MAY040915-15,2026-05-04 13:00:17.855000+00:00,,no,,78.0,,True,,20.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY022330-30,2026-05-03 03:24:02.855000+00:00,2026-05-03 03:23:32.825000+00:00,no,no,68.0,64.0,True,True,30.0,34.0,30.03,-4.0,4.0,"entry_dt,ask,net"
kinetic_price_guard,KXBTC15M-26MAY030000-00,,2026-05-03 03:47:50.059000+00:00,,yes,,70.0,,True,,28.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030030-30,,2026-05-03 04:16:07.617000+00:00,,yes,,68.0,,True,,30.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030045-45,,2026-05-03 04:33:09.338000+00:00,,no,,60.0,,True,,38.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030100-00,,2026-05-03 04:46:10.814000+00:00,,no,,53.0,,True,,45.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030115-15,,2026-05-03 05:00:42.296000+00:00,,yes,,64.0,,True,,34.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030130-30,,2026-05-03 05:20:14.392000+00:00,,no,,54.0,,True,,44.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030145-45,,2026-05-03 05:30:45.444000+00:00,,no,,60.0,,True,,38.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030200-00,,2026-05-03 05:50:17.001000+00:00,,yes,,70.0,,True,,28.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030230-30,,2026-05-03 06:15:49.658000+00:00,,no,,50.0,,True,,48.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030245-45,,2026-05-03 06:31:51.206000+00:00,,yes,,69.0,,True,,29.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030300-00,,2026-05-03 06:48:07.752000+00:00,,yes,,58.0,,True,,40.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030315-15,,2026-05-03 07:01:09.059000+00:00,,yes,,69.0,,True,,29.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030330-30,,2026-05-03 07:17:10.413000+00:00,,no,,61.0,,False,,-63.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030345-45,,2026-05-03 07:32:11.719000+00:00,,yes,,66.0,,True,,32.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030400-00,,2026-05-03 07:45:28.008000+00:00,,no,,55.0,,True,,43.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030415-15,,2026-05-03 08:01:14.491000+00:00,,yes,,69.0,,True,,29.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030430-30,,2026-05-03 08:16:00.800000+00:00,,yes,,65.0,,False,,-67.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030445-45,,2026-05-03 08:34:02.927000+00:00,,no,,66.0,,False,,-68.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030500-00,,2026-05-03 08:49:04.453000+00:00,,yes,,59.0,,False,,-61.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030515-15,,2026-05-03 09:00:35.435000+00:00,,no,,54.0,,False,,-56.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030530-30,,2026-05-03 09:20:07.255000+00:00,,yes,,68.0,,True,,30.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030615-15,,2026-05-03 10:02:11.218000+00:00,,no,,70.0,,True,,28.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030800-00,,2026-05-03 11:51:06.609000+00:00,,yes,,66.0,,False,,-68.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY030945-45,,2026-05-03 13:32:16.096000+00:00,,yes,,64.0,,False,,-66.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031100-00,,2026-05-03 14:47:07.989000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031115-15,,2026-05-03 15:00:24.103000+00:00,,no,,50.0,,True,,48.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031130-30,,2026-05-03 15:16:10.843000+00:00,,yes,,69.0,,True,,29.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031145-45,,2026-05-03 15:31:12.213000+00:00,,yes,,54.0,,False,,-56.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031215-15,,2026-05-03 16:04:00.633000+00:00,,yes,,69.0,,False,,-71.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031230-30,,2026-05-03 16:17:02.095000+00:00,,no,,59.0,,False,,-61.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031245-45,,2026-05-03 16:31:03.557000+00:00,,yes,,57.0,,True,,41.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031300-00,,2026-05-03 16:48:05.106000+00:00,,yes,,63.0,,False,,-65.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031315-15,,2026-05-03 17:00:21.050000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031330-30,,2026-05-03 17:18:08.088000+00:00,,yes,,62.0,,True,,36.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031400-00,,2026-05-03 17:46:25.284000+00:00,,no,,65.0,,True,,33.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031415-15,,2026-05-03 18:02:11.643000+00:00,,no,,62.0,,True,,36.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031430-30,,2026-05-03 18:16:13.019000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031445-45,,2026-05-03 18:32:14.380000+00:00,,no,,70.0,,True,,28.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031500-00,,2026-05-03 18:45:30.685000+00:00,,no,,52.0,,False,,-54.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031515-15,,2026-05-03 19:04:47.428000+00:00,,no,,58.0,,True,,40.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031530-30,,2026-05-03 19:22:04.232000+00:00,,no,,63.0,,True,,35.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031600-00,,2026-05-03 19:49:51.918000+00:00,,no,,67.0,,True,,31.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031630-30,,2026-05-03 20:18:03.002000+00:00,,yes,,67.0,,True,,31.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031715-15,,2026-05-03 21:02:07.119000+00:00,,no,,65.0,,False,,-67.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031730-30,,2026-05-03 21:21:08.785000+00:00,,no,,70.0,,True,,28.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031745-45,,2026-05-03 21:36:10.293000+00:00,,no,,61.0,,True,,37.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031800-00,,2026-05-03 21:50:11.320000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY031945-45,2026-05-03 23:35:05.507000+00:00,2026-05-03 23:34:35.457000+00:00,no,no,66.0,63.0,True,True,32.0,35.0,30.05,-3.0,3.0,"entry_dt,ask,net"
kinetic_price_guard,KXBTC15M-26MAY032230-30,,2026-05-04 02:17:50.672000+00:00,,no,,68.0,,True,,30.0,,,,selected_only
kinetic_price_guard,KXBTC15M-26MAY032245-45,2026-05-04 02:32:07.135000+00:00,2026-05-04 02:34:07.275000+00:00,yes,yes,67.0,64.0,True,True,31.0,34.0,120.14,-3.0,3.0,"entry_dt,ask,net"
kinetic_price_guard,KXBTC15M-26MAY040045-45,2026-05-04 04:34:02.948000+00:00,2026-05-04 04:36:18.126000+00:00,no,yes,54.0,56.0,True,False,44.0,-58.0,135.178,2.0,-102.0,"entry_dt,side,ask,win,net"
kinetic_price_guard,KXBTC15M-26MAY040145-45,2026-05-04 05:31:08.227000+00:00,2026-05-04 05:30:38.197000+00:00,no,no,66.0,60.0,False,False,-68.0,-62.0,30.03,-6.0,6.0,"entry_dt,ask,net"
kinetic_price_guard,KXBTC15M-26MAY040245-45,2026-05-04 06:35:13.704000+00:00,2026-05-04 06:33:28.593000+00:00,yes,yes,68.0,65.0,True,True,30.0,33.0,105.111,-3.0,3.0,"entry_dt,ask,net"
kinetic_price_guard,KXBTC15M-26MAY040315-15,2026-05-04 07:01:16.493000+00:00,,no,,58.0,,True,,40.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040330-30,2026-05-04 07:16:02.728000+00:00,,yes,,64.0,,False,,-66.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040345-45,2026-05-04 07:33:04.445000+00:00,,no,,54.0,,True,,44.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040400-00,2026-05-04 07:45:35.601000+00:00,,yes,,61.0,,False,,-63.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040415-15,2026-05-04 08:07:22.448000+00:00,,no,,62.0,,False,,-64.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040430-30,2026-05-04 08:18:38.489000+00:00,,no,,68.0,,True,,30.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040445-45,2026-05-04 08:32:09.791000+00:00,,yes,,66.0,,False,,-68.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040500-00,2026-05-04 08:49:11.259000+00:00,,no,,59.0,,True,,39.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040515-15,2026-05-04 09:01:27.292000+00:00,,no,,68.0,,False,,-70.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040530-30,2026-05-04 09:21:14.139000+00:00,,yes,,61.0,,True,,37.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040545-45,2026-05-04 09:30:45.044000+00:00,,no,,68.0,,False,,-70.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040600-00,2026-05-04 09:48:46.732000+00:00,,no,,67.0,,True,,31.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040615-15,2026-05-04 10:01:02.858000+00:00,,no,,60.0,,True,,38.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040630-30,2026-05-04 10:16:04.124000+00:00,,no,,62.0,,True,,36.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040700-00,2026-05-04 10:49:22.800000+00:00,,yes,,69.0,,True,,29.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040715-15,2026-05-04 11:01:08.871000+00:00,,yes,,61.0,,True,,37.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040730-30,2026-05-04 11:16:09.970000+00:00,,no,,52.0,,True,,46.0,,,,,registry_only
kinetic_price_guard,KXBTC15M-26MAY040900-00,2026-05-04 12:48:01.657000+00:00,,no,,67.0,,True,,31.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY030615-15,,2026-05-03 10:02:11.218000+00:00,,no,,70.0,,True,,28.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY030800-00,,2026-05-03 11:51:06.609000+00:00,,yes,,66.0,,False,,-68.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY030945-45,,2026-05-03 13:32:16.096000+00:00,,yes,,64.0,,False,,-66.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031100-00,,2026-05-03 14:47:07.989000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031115-15,,2026-05-03 15:02:39.331000+00:00,,yes,,70.0,,False,,-72.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031130-30,,2026-05-03 15:16:10.843000+00:00,,yes,,69.0,,True,,29.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031145-45,,2026-05-03 15:31:12.213000+00:00,,yes,,54.0,,False,,-56.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031215-15,,2026-05-03 16:04:00.633000+00:00,,yes,,69.0,,False,,-71.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031230-30,,2026-05-03 16:17:02.095000+00:00,,no,,59.0,,False,,-61.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031245-45,,2026-05-03 16:31:03.557000+00:00,,yes,,57.0,,True,,41.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031300-00,,2026-05-03 16:48:05.106000+00:00,,yes,,63.0,,False,,-65.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031315-15,,2026-05-03 17:00:21.050000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031330-30,,2026-05-03 17:18:08.088000+00:00,,yes,,62.0,,True,,36.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031400-00,,2026-05-03 17:46:25.284000+00:00,,no,,65.0,,True,,33.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031415-15,,2026-05-03 18:02:11.643000+00:00,,no,,62.0,,True,,36.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031430-30,,2026-05-03 18:16:13.019000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031500-00,,2026-05-03 18:45:30.685000+00:00,,no,,52.0,,False,,-54.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031515-15,,2026-05-03 19:04:47.428000+00:00,,no,,58.0,,True,,40.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031530-30,,2026-05-03 19:22:04.232000+00:00,,no,,63.0,,True,,35.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031600-00,,2026-05-03 19:49:51.918000+00:00,,no,,67.0,,True,,31.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031630-30,,2026-05-03 20:18:03.002000+00:00,,yes,,67.0,,True,,31.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031715-15,,2026-05-03 21:02:07.119000+00:00,,no,,65.0,,False,,-67.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031730-30,,2026-05-03 21:21:08.785000+00:00,,no,,70.0,,True,,28.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031745-45,,2026-05-03 21:36:10.293000+00:00,,no,,61.0,,True,,37.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031800-00,,2026-05-03 21:50:11.320000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY031845-45,2026-05-03 22:33:14.893000+00:00,2026-05-03 22:36:45.250000+00:00,no,yes,57.0,69.0,False,True,-59.0,29.0,210.357,12.0,88.0,"entry_dt,side,ask,win,net"
kinetic_combo_price_guard,KXBTC15M-26MAY032230-30,,2026-05-04 02:17:50.672000+00:00,,no,,68.0,,True,,30.0,,,,selected_only
kinetic_combo_price_guard,KXBTC15M-26MAY032245-45,2026-05-04 02:32:07.135000+00:00,2026-05-04 02:34:07.275000+00:00,yes,yes,67.0,64.0,True,True,31.0,34.0,120.14,-3.0,3.0,"entry_dt,ask,net"
kinetic_combo_price_guard,KXBTC15M-26MAY040145-45,2026-05-04 05:31:08.227000+00:00,2026-05-04 05:30:38.197000+00:00,no,no,66.0,60.0,False,False,-68.0,-62.0,30.03,-6.0,6.0,"entry_dt,ask,net"
kinetic_combo_price_guard,KXBTC15M-26MAY040245-45,2026-05-04 06:35:13.704000+00:00,2026-05-04 06:33:28.593000+00:00,yes,yes,68.0,65.0,True,True,30.0,33.0,105.111,-3.0,3.0,"entry_dt,ask,net"
kinetic_combo_price_guard,KXBTC15M-26MAY040315-15,2026-05-04 07:01:16.493000+00:00,,no,,58.0,,True,,40.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040330-30,2026-05-04 07:16:02.728000+00:00,,yes,,64.0,,False,,-66.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040345-45,2026-05-04 07:33:04.445000+00:00,,no,,54.0,,True,,44.0,,,,,registry_only
